homeownership,loan_purpose,annual_income,debt_to_income,loan_amount,balance,term,interest_rate
MORTGAGE,debt_consolidation,72000.0,24.86,40000,38075.03,36,9.92
MORTGAGE,credit_card,60600.0,26.63,24000,22560.0,60,13.59
RENT,house,55000.0,5.81,15000,14227.72,36,5.31
MORTGAGE,debt_consolidation,135500.0,24.01,25000,23814.22,36,10.9
RENT,credit_card,40000.0,8.04,7700,6962.97,36,10.91
RENT,debt_consolidation,70000.0,18.51,35000,33876.29,60,17.47
OWN,debt_consolidation,50000.0,4.81,11200,10536.32,60,14.08
MORTGAGE,debt_consolidation,87000.0,19.67,4800,3910.67,36,9.44
MORTGAGE,debt_consolidation,107000.0,13.0,20000,17971.08,36,6.72
RENT,debt_consolidation,23000.0,32.62,12800,12251.55,60,26.3
MORTGAGE,debt_consolidation,71000.0,28.72,10500,9717.26,36,7.96
RENT,debt_consolidation,42000.0,17.63,17000,15030.26,36,13.59
MORTGAGE,medical,190000.0,12.33,10000,9618.26,60,10.9
OWN,debt_consolidation,58544.0,21.6,30000,27108.81,36,10.42
RENT,debt_consolidation,150000.0,22.82,28000,27115.2,60,18.06
MORTGAGE,other,62000.0,14.52,17000,0.0,60,13.59
RENT,debt_consolidation,32028.0,20.27,20000,19297.02,60,14.07
MORTGAGE,debt_consolidation,72200.0,49.98,40000,38860.45,60,21.85
MORTGAGE,credit_card,70000.0,34.27,12000,11192.5,36,15.04
MORTGAGE,credit_card,80000.0,9.92,12000,11089.41,36,6.71
RENT,credit_card,70000.0,31.17,8000,7262.63,36,13.59
RENT,credit_card,100000.0,16.26,6000,5568.11,36,10.41
RENT,debt_consolidation,150000.0,7.05,25000,23240.95,36,11.98
OWN,debt_consolidation,27000.0,23.87,7200,0.0,36,13.59
MORTGAGE,credit_card,58000.0,29.84,12000,10474.0,36,6.72
RENT,debt_consolidation,72800.0,0.51,5000,4390.98,36,9.93
OWN,other,30000.0,31.24,3000,2706.88,36,9.44
MORTGAGE,debt_consolidation,80000.0,13.47,11000,9323.13,36,11.99
RENT,debt_consolidation,21600.0,25.5,10000,8864.46,36,15.05
MORTGAGE,other,39000.0,0.0,4200,3688.43,36,9.93
MORTGAGE,debt_consolidation,64000.0,5.29,6000,5540.54,36,6.07
MORTGAGE,debt_consolidation,60000.0,13.38,10000,8825.79,36,12.62
MORTGAGE,small_business,86000.0,36.84,10000,8825.79,36,12.62
RENT,car,75000.0,19.28,21000,18647.21,36,16.02
RENT,debt_consolidation,98000.0,7.16,2400,2154.38,36,6.08
MORTGAGE,debt_consolidation,100000.0,21.72,15000,14418.69,60,21.45
RENT,other,85000.0,10.52,8000,7019.16,36,9.44
RENT,debt_consolidation,75000.0,13.7,8000,7416.0,36,9.43
MORTGAGE,home_improvement,44000.0,24.77,7200,0.0,36,14.08
RENT,debt_consolidation,30000.0,8.92,6200,5442.75,36,13.59
MORTGAGE,debt_consolidation,80000.0,20.93,35000,31729.59,36,12.62
MORTGAGE,major_purchase,61000.0,15.15,11500,10353.32,36,7.97
MORTGAGE,debt_consolidation,72000.0,31.22,15000,14472.78,60,14.07
RENT,debt_consolidation,85000.0,21.5,21075,18841.89,36,20.0
MORTGAGE,credit_card,37000.0,5.84,6500,5708.29,36,9.93
MORTGAGE,home_improvement,190000.0,8.24,12000,10759.06,36,5.32
RENT,debt_consolidation,59000.0,25.43,26000,22987.54,36,13.59
MORTGAGE,debt_consolidation,138000.0,16.67,35000,30793.39,36,10.91
MORTGAGE,other,82000.0,9.06,15000,14233.07,60,10.9
RENT,major_purchase,31000.0,34.38,9600,8430.75,36,9.93
MORTGAGE,debt_consolidation,20000.0,11.28,15000,13949.61,36,11.99
MORTGAGE,debt_consolidation,88000.0,14.8,8500,7652.42,36,7.97
MORTGAGE,credit_card,30000.0,8.56,10000,9522.69,60,13.59
RENT,debt_consolidation,56000.0,10.28,10000,8915.27,36,18.06
MORTGAGE,credit_card,50000.0,17.56,3000,2780.98,36,9.43
MORTGAGE,debt_consolidation,99000.0,15.65,20000,19269.64,60,12.61
MORTGAGE,debt_consolidation,65000.0,31.06,8400,7652.11,36,16.02
RENT,debt_consolidation,56000.0,32.32,2500,2342.31,36,19.42
MORTGAGE,other,75000.0,31.04,32000,30999.42,60,18.45
MORTGAGE,debt_consolidation,100000.0,19.31,24000,22780.73,60,20.0
RENT,debt_consolidation,50000.0,5.04,12800,11865.63,36,9.43
RENT,home_improvement,112000.0,8.64,15000,13173.04,36,9.93
MORTGAGE,debt_consolidation,182000.0,16.72,40000,36011.51,36,7.97
RENT,house,70000.0,9.72,20000,17953.16,36,6.08
MORTGAGE,major_purchase,45000.0,3.87,10000,0.0,36,7.34
MORTGAGE,debt_consolidation,195000.0,6.67,16300,14776.91,36,12.62
OWN,debt_consolidation,100000.0,22.06,7500,6935.94,36,7.34
RENT,debt_consolidation,55000.0,24.0,12475,11933.39,60,25.82
RENT,debt_consolidation,45000.0,20.89,19000,17613.05,36,9.43
RENT,credit_card,135000.0,5.07,15000,14412.81,60,9.92
MORTGAGE,debt_consolidation,75000.0,10.94,12000,10557.71,36,10.91
RENT,debt_consolidation,86000.0,14.4,35000,31078.69,36,16.02
MORTGAGE,debt_consolidation,69000.0,19.23,12000,10843.53,36,10.42
RENT,other,50000.0,7.06,32000,31338.05,60,18.45
RENT,debt_consolidation,55000.0,21.89,20000,19224.93,60,21.45
RENT,debt_consolidation,65000.0,11.72,4800,4291.38,36,20.0
MORTGAGE,credit_card,80000.0,13.95,10000,2786.87,36,7.97
RENT,debt_consolidation,42000.0,26.69,9000,7855.5,36,6.72
MORTGAGE,debt_consolidation,70000.0,3.59,3000,2471.79,36,9.92
RENT,credit_card,39053.0,22.86,5200,4584.15,36,11.99
OWN,debt_consolidation,60000.0,19.34,15000,13092.56,36,6.72
MORTGAGE,other,97000.0,2.7,32000,30567.93,60,16.02
OWN,debt_consolidation,45500.0,27.04,7000,6170.95,36,11.99
MORTGAGE,major_purchase,125000.0,14.52,21600,18951.71,36,9.44
RENT,debt_consolidation,54000.0,23.16,10000,8704.48,36,5.32
MORTGAGE,debt_consolidation,87500.0,14.33,20000,18684.61,60,9.93
OWN,medical,37000.0,22.58,16000,14785.88,36,6.71
RENT,debt_consolidation,38000.0,24.16,24000,23404.43,60,26.77
RENT,debt_consolidation,50000.0,3.57,10000,8749.43,36,7.97
MORTGAGE,debt_consolidation,92000.0,11.91,35000,30549.28,36,6.72
MORTGAGE,debt_consolidation,50000.0,26.02,12000,11175.06,36,13.58
OWN,medical,60000.0,9.66,4800,4557.84,36,6.71
RENT,other,112000.0,12.36,4000,3828.12,36,17.47
MORTGAGE,other,43000.0,3.8,39725,38903.25,60,18.45
MORTGAGE,other,140000.0,13.78,32000,29157.04,36,16.02
OWN,debt_consolidation,180000.0,12.16,15000,13464.86,36,6.08
RENT,debt_consolidation,130000.0,15.07,12000,11105.43,36,7.96
MORTGAGE,credit_card,162000.0,12.9,20000,18452.04,36,5.31
RENT,credit_card,200000.0,7.15,10000,8717.45,36,6.08
OWN,debt_consolidation,70000.0,17.93,27000,23566.61,36,6.72
MORTGAGE,debt_consolidation,50000.0,1.94,28000,26890.12,60,9.43
OWN,credit_card,85000.0,3.52,6000,4768.27,36,5.32
MORTGAGE,credit_card,156000.0,13.22,40000,35977.23,36,7.35
OWN,credit_card,45000.0,11.97,8000,7403.61,36,7.96
MORTGAGE,credit_card,60000.0,25.28,10000,9285.29,36,10.9
RENT,credit_card,55000.0,32.6,8000,7382.72,36,25.82
OWN,debt_consolidation,65000.0,23.38,10000,9247.93,36,7.34
MORTGAGE,debt_consolidation,100000.0,27.93,39425,37920.02,60,10.9
RENT,debt_consolidation,200000.0,7.11,22000,19320.47,36,9.93
RENT,credit_card,210000.0,4.46,40000,38207.91,60,16.02
RENT,debt_consolidation,155000.0,11.06,20000,18939.06,60,9.44
OWN,credit_card,70000.0,15.67,20000,17651.64,36,12.62
MORTGAGE,other,100000.0,16.15,20000,17952.88,36,6.07
OWN,home_improvement,120000.0,17.23,10000,0.0,36,5.32
MORTGAGE,debt_consolidation,65000.0,15.68,8000,7252.48,36,12.62
RENT,credit_card,50000.0,18.87,6000,5318.67,36,15.05
MORTGAGE,debt_consolidation,80000.0,16.56,11000,10533.03,60,18.06
RENT,debt_consolidation,70000.0,19.65,24000,22248.07,36,9.43
MORTGAGE,debt_consolidation,55000.0,7.44,10000,8985.52,36,6.72
RENT,debt_consolidation,235000.0,8.09,16000,15016.11,60,12.62
RENT,other,40000.0,31.32,10000,8841.79,36,13.59
RENT,debt_consolidation,30000.0,4.8,5000,1459.12,36,16.01
MORTGAGE,debt_consolidation,90000.0,7.08,15000,13197.14,36,10.91
MORTGAGE,debt_consolidation,56000.0,24.67,20000,0.0,36,14.08
MORTGAGE,credit_card,97000.0,17.41,31200,29942.55,60,20.0
RENT,debt_consolidation,35000.0,14.85,4000,3551.84,36,16.02
MORTGAGE,credit_card,80000.0,13.65,16000,15406.06,60,11.98
MORTGAGE,debt_consolidation,112000.0,18.6,30000,28447.4,60,10.42
OWN,debt_consolidation,92000.0,17.94,20000,18074.08,36,10.42
MORTGAGE,other,793000.0,2.97,35000,33514.2,60,18.06
MORTGAGE,debt_consolidation,54600.0,32.7,5600,4955.49,36,14.08
RENT,credit_card,115000.0,10.49,16000,15214.63,60,15.05
RENT,credit_card,150000.0,12.72,35000,31650.01,36,10.91
RENT,debt_consolidation,26000.0,24.75,12000,11371.21,60,9.93
RENT,debt_consolidation,64000.0,18.56,10000,8798.08,36,10.91
MORTGAGE,debt_consolidation,33000.0,30.91,22000,20315.38,36,6.07
RENT,debt_consolidation,23000.0,27.3,7000,6359.29,36,14.08
MORTGAGE,home_improvement,24000.0,18.85,4500,4043.46,36,6.72
RENT,debt_consolidation,100000.0,24.8,12000,10675.4,36,17.09
RENT,house,81000.0,18.5,12000,11306.32,60,15.05
RENT,medical,46500.0,10.68,4200,3841.93,36,19.03
RENT,debt_consolidation,60000.0,26.89,36000,34625.77,60,10.9
MORTGAGE,debt_consolidation,138000.0,27.51,28000,25875.28,36,6.71
RENT,vacation,69000.0,11.83,10000,9270.14,36,9.44
MORTGAGE,debt_consolidation,78000.0,32.11,20000,18495.85,36,7.34
RENT,credit_card,32000.0,16.65,10000,9275.14,36,9.92
RENT,other,108000.0,18.99,10000,8728.34,36,6.72
MORTGAGE,debt_consolidation,80000.0,38.73,28000,26297.36,36,21.85
MORTGAGE,debt_consolidation,121000.0,16.08,30000,28825.63,60,9.92
MORTGAGE,car,37000.0,12.91,16000,15217.02,60,12.62
MORTGAGE,debt_consolidation,120000.0,14.66,30000,28810.83,60,9.43
OWN,credit_card,84000.0,21.76,8800,8162.11,36,9.92
RENT,other,65000.0,19.68,40000,37080.14,36,9.43
OWN,credit_card,60000.0,17.66,10000,9528.72,60,14.08
MORTGAGE,credit_card,128000.0,14.8,9000,8569.99,36,10.41
MORTGAGE,other,22000.0,29.42,1000,892.54,36,19.03
MORTGAGE,credit_card,78000.0,19.42,6000,5601.95,36,16.01
MORTGAGE,debt_consolidation,67000.0,45.26,30000,27617.65,36,23.88
MORTGAGE,other,65000.0,19.42,5000,4579.69,36,20.0
RENT,debt_consolidation,35000.0,35.91,10000,9451.63,60,17.09
RENT,moving,62000.0,28.44,5000,0.0,36,26.3
MORTGAGE,credit_card,39804.0,16.73,5000,4501.41,36,7.97
MORTGAGE,credit_card,88500.0,24.35,26450,25865.18,60,16.01
RENT,debt_consolidation,84000.0,15.23,30000,27825.77,36,9.93
MORTGAGE,credit_card,38000.0,23.47,10000,8815.65,36,11.99
RENT,debt_consolidation,33000.0,6.04,6000,1483.12,36,7.97
RENT,debt_consolidation,112029.0,11.46,20000,18156.66,36,13.59
MORTGAGE,debt_consolidation,98000.0,17.67,35000,33700.73,60,11.98
OWN,credit_card,110000.0,20.66,12000,11388.96,36,6.07
MORTGAGE,debt_consolidation,350000.0,6.21,35000,31418.07,36,6.08
RENT,credit_card,42000.0,21.09,10000,8749.43,36,7.97
MORTGAGE,debt_consolidation,30000.0,22.52,20000,19045.42,60,13.59
RENT,credit_card,48000.0,24.76,11000,9624.39,36,7.97
MORTGAGE,debt_consolidation,65000.0,44.7,35000,34173.94,60,13.58
RENT,debt_consolidation,80000.0,25.59,21000,18459.21,36,10.42
RENT,home_improvement,35000.0,22.29,19200,18147.13,60,17.09
RENT,credit_card,60000.0,26.04,7000,6368.08,36,15.05
RENT,credit_card,37000.0,36.72,24000,22868.93,60,14.08
MORTGAGE,debt_consolidation,36000.0,33.96,21000,19391.19,36,26.3
MORTGAGE,debt_consolidation,48000.0,23.75,10000,9285.28,36,10.9
RENT,credit_card,33500.0,14.44,4500,3971.58,36,12.62
MORTGAGE,debt_consolidation,50000.0,16.13,20000,19430.21,60,21.85
RENT,car,40000.0,5.67,14400,12939.19,36,6.72
MORTGAGE,debt_consolidation,50000.0,21.4,2500,0.0,36,5.32
OWN,debt_consolidation,180000.0,11.71,25000,23200.57,36,10.41
RENT,debt_consolidation,55000.0,15.56,25000,21642.11,36,6.72
MORTGAGE,credit_card,129000.0,31.64,11200,9749.01,36,5.32
RENT,credit_card,62000.0,30.38,10000,8849.12,36,14.08
RENT,debt_consolidation,45000.0,22.77,15000,14427.41,60,10.9
OWN,debt_consolidation,25200.0,6.86,3000,2788.9,36,11.98
MORTGAGE,home_improvement,45000.0,2.43,25000,22463.5,36,6.71
MORTGAGE,other,108000.0,12.88,10000,8931.22,60,9.93
MORTGAGE,debt_consolidation,63000.0,8.65,20000,18495.85,36,7.34
RENT,debt_consolidation,71000.0,27.6,25000,23200.57,36,10.41
MORTGAGE,credit_card,36250.0,29.8,9000,8132.49,36,10.41
MORTGAGE,small_business,40000.0,14.67,5000,4700.74,36,22.9
MORTGAGE,debt_consolidation,101760.0,14.38,32000,30831.42,60,12.61
RENT,debt_consolidation,80000.0,27.05,24000,22500.58,60,11.99
MORTGAGE,debt_consolidation,61000.0,7.14,20000,19080.9,60,15.05
OWN,credit_card,39520.0,28.88,25500,0.0,60,10.42
MORTGAGE,debt_consolidation,520000.0,11.8,40000,38515.53,60,11.99
RENT,credit_card,115000.0,11.21,12000,10782.62,36,6.72
OWN,credit_card,25400.0,11.29,8000,7025.61,36,9.93
RENT,moving,90000.0,15.72,15000,14254.01,60,11.99
OWN,debt_consolidation,60000.0,2.19,2000,1749.87,36,7.97
MORTGAGE,debt_consolidation,90000.0,16.77,6500,5873.55,36,10.42
MORTGAGE,home_improvement,80000.0,0.38,30000,28002.93,60,9.44
MORTGAGE,credit_card,36536.0,21.35,10000,8965.72,36,5.31
MORTGAGE,debt_consolidation,80000.0,27.03,20000,18977.66,60,10.91
RENT,debt_consolidation,77000.0,20.68,25000,23928.85,60,26.3
MORTGAGE,credit_card,27000.0,148.04,25000,23821.8,60,14.08
RENT,other,31000.0,16.26,15000,13238.74,36,12.62
OWN,debt_consolidation,150000.0,11.62,35000,34386.09,36,29.69
MORTGAGE,debt_consolidation,160000.0,8.78,40000,34997.78,36,7.97
RENT,credit_card,43000.0,24.42,24000,22971.7,60,26.3
RENT,moving,32000.0,27.01,7500,7182.52,36,18.45
MORTGAGE,debt_consolidation,20076.0,39.45,22400,21523.13,60,9.92
MORTGAGE,debt_consolidation,90000.0,6.07,8500,7471.54,36,10.42
OWN,credit_card,38000.0,15.13,3000,0.0,36,15.05
RENT,other,35000.0,8.02,12000,10334.83,36,7.35
RENT,major_purchase,39000.0,7.05,3500,3340.5,36,13.58
MORTGAGE,medical,60825.0,21.39,18000,16893.11,60,12.62
OWN,debt_consolidation,22500.0,28.13,7000,6522.2,36,14.07
RENT,debt_consolidation,90000.0,21.48,15000,12547.52,36,15.05
MORTGAGE,debt_consolidation,53000.0,19.9,10000,9109.69,36,16.02
RENT,debt_consolidation,46000.0,12.99,4000,3740.31,36,17.47
MORTGAGE,credit_card,56000.0,22.82,19100,18086.82,60,9.44
OWN,debt_consolidation,150000.0,9.25,28000,26435.42,60,7.35
RENT,debt_consolidation,92000.0,19.3,9000,8366.72,36,11.98
MORTGAGE,credit_card,65000.0,24.91,8000,7392.94,36,6.71
MORTGAGE,credit_card,140000.0,10.48,10000,9241.17,36,6.71
MORTGAGE,home_improvement,125000.0,35.15,20000,18634.9,36,14.07
RENT,credit_card,75000.0,10.19,22000,0.0,36,6.71
MORTGAGE,debt_consolidation,50000.0,15.89,10000,3613.61,36,18.06
MORTGAGE,debt_consolidation,79500.0,11.03,12000,11175.06,36,13.58
MORTGAGE,credit_card,61000.0,11.82,2500,2378.8,36,9.43
OWN,debt_consolidation,64000.0,31.58,14000,13390.98,60,17.09
RENT,credit_card,39000.0,23.48,6000,5697.32,36,6.71
RENT,other,34625.64,8.08,2200,1960.39,36,18.06
RENT,debt_consolidation,135000.0,2.92,10000,9270.01,36,9.43
MORTGAGE,debt_consolidation,118000.0,8.1,10000,9774.95,60,30.17
RENT,credit_card,70000.0,11.02,5500,5098.49,36,9.43
RENT,debt_consolidation,25000.0,21.08,10000,8925.78,36,19.03
MORTGAGE,debt_consolidation,49500.0,23.04,10000,9687.32,60,18.45
MORTGAGE,debt_consolidation,485000.0,18.05,30000,28508.06,60,11.99
RENT,debt_consolidation,59819.97,15.05,12000,10557.71,36,10.91
RENT,debt_consolidation,152000.0,13.42,40000,36091.52,36,9.43
MORTGAGE,debt_consolidation,105000.0,14.31,20000,18509.07,36,7.96
MORTGAGE,debt_consolidation,130000.0,11.19,12000,11445.14,36,12.61
MORTGAGE,debt_consolidation,72000.0,32.2,10000,9533.25,36,11.98
OWN,debt_consolidation,95000.0,24.03,35000,30890.38,36,12.62
MORTGAGE,debt_consolidation,45000.0,16.83,15000,13296.68,36,15.05
RENT,other,35000.0,5.59,3000,2719.66,36,12.62
RENT,home_improvement,75000.0,4.14,30000,28945.56,60,14.07
MORTGAGE,debt_consolidation,150000.0,8.7,28000,24634.69,36,10.91
RENT,home_improvement,50000.0,24.05,10000,9057.25,36,11.99
MORTGAGE,debt_consolidation,100000.0,31.39,35000,32792.68,36,19.42
MORTGAGE,home_improvement,250000.0,2.42,27000,25602.65,60,10.42
RENT,debt_consolidation,75894.0,28.24,28000,24862.95,36,16.02
MORTGAGE,small_business,90000.0,19.49,20000,18468.54,36,6.07
OWN,other,50000.0,12.1,16000,15553.63,60,9.43
RENT,debt_consolidation,80000.0,28.52,15000,13555.33,36,10.42
MORTGAGE,debt_consolidation,100000.0,21.71,16000,15161.63,60,9.93
RENT,debt_consolidation,90000.0,7.96,24000,22178.81,36,6.71
RENT,debt_consolidation,56000.0,13.97,22000,20847.27,60,9.93
RENT,credit_card,56000.0,15.63,5000,4352.21,36,5.32
MORTGAGE,credit_card,60000.0,21.8,10000,0.0,60,23.88
MORTGAGE,debt_consolidation,27550.0,39.61,4800,4439.0,36,7.34
MORTGAGE,debt_consolidation,33975.0,83.4,40000,37080.14,36,9.43
OWN,credit_card,41500.0,17.96,4000,3617.12,36,10.91
MORTGAGE,debt_consolidation,126200.0,32.18,22000,20452.02,36,11.98
RENT,credit_card,51883.0,22.3,15000,13627.07,36,14.08
RENT,car,39442.0,31.35,3000,2708.85,36,9.92
OWN,other,99000.0,13.07,19000,13331.95,36,7.96
OWN,credit_card,170000.0,32.32,36000,33660.93,60,10.42
MORTGAGE,debt_consolidation,80000.0,5.24,28000,26421.36,60,16.02
RENT,major_purchase,58000.0,17.67,14000,12289.47,36,10.41
MORTGAGE,credit_card,100000.0,24.53,26000,25086.38,60,14.08
OWN,debt_consolidation,230000.0,9.19,12000,10851.41,36,10.91
MORTGAGE,debt_consolidation,95000.0,28.8,20000,17596.2,36,10.91
OWN,other,62000.0,10.36,10000,9551.97,60,16.02
MORTGAGE,debt_consolidation,60000.0,6.36,8500,7521.73,36,14.08
RENT,credit_card,37500.0,12.71,3100,2883.86,36,12.61
MORTGAGE,other,52000.0,16.29,3000,2663.84,36,16.02
MORTGAGE,debt_consolidation,45000.0,62.7,36250,34738.16,36,19.42
RENT,debt_consolidation,231000.0,10.41,34950,31373.17,36,6.08
RENT,debt_consolidation,78000.0,14.43,16000,15207.47,36,7.96
RENT,other,70000.0,23.29,24000,22853.35,36,10.41
MORTGAGE,credit_card,120700.0,40.46,40000,39308.29,60,24.84
MORTGAGE,credit_card,177000.0,20.95,28000,26613.06,36,7.96
MORTGAGE,debt_consolidation,271000.0,20.72,19450,17849.23,36,21.45
MORTGAGE,debt_consolidation,55000.0,22.25,28000,26075.13,36,13.58
OWN,debt_consolidation,65244.0,5.01,13700,11925.11,36,5.32
MORTGAGE,debt_consolidation,67000.0,20.81,10000,9097.26,36,15.05
MORTGAGE,debt_consolidation,135000.0,0.0,24000,22958.93,60,9.92
MORTGAGE,home_improvement,155000.0,23.18,16000,14856.46,36,10.9
MORTGAGE,debt_consolidation,38400.0,26.56,15000,13197.14,36,10.91
MORTGAGE,debt_consolidation,60000.0,18.42,26400,23163.22,36,9.44
MORTGAGE,home_improvement,147000.0,26.14,40000,36937.11,36,6.07
MORTGAGE,debt_consolidation,52000.0,20.97,12675,11762.68,36,10.41
OWN,debt_consolidation,84000.0,16.34,13000,11993.82,36,5.31
RENT,debt_consolidation,47000.0,4.96,5000,4637.57,36,9.92
MORTGAGE,other,75000.0,11.2,16000,15161.63,60,9.93
OWN,credit_card,49000.0,27.53,19000,18436.5,60,20.39
OWN,debt_consolidation,61400.91,28.62,20000,18170.16,36,14.08
RENT,debt_consolidation,90000.0,11.57,11000,0.0,60,16.02
MORTGAGE,debt_consolidation,21000.0,27.94,7500,6977.07,36,12.61
MORTGAGE,home_improvement,54000.0,13.2,16000,15389.22,60,10.9
RENT,debt_consolidation,289139.0,5.23,8000,7245.8,36,11.99
OWN,home_improvement,53000.0,12.05,15000,13920.33,36,10.41
MORTGAGE,debt_consolidation,86000.0,16.72,12000,10868.71,36,11.99
RENT,debt_consolidation,15972.0,51.94,9500,8869.78,36,16.01
RENT,debt_consolidation,75000.0,3.63,10000,9141.12,36,6.71
RENT,medical,175000.0,6.62,28000,27138.18,60,19.03
RENT,debt_consolidation,26000.0,3.46,20000,18673.24,36,16.01
RENT,debt_consolidation,50000.0,3.07,4800,4347.47,36,11.99
RENT,other,140000.0,3.23,10000,7715.12,36,11.99
MORTGAGE,debt_consolidation,40000.0,31.35,14400,13356.21,36,9.92
RENT,credit_card,60000.0,23.43,25000,21847.54,36,7.35
RENT,debt_consolidation,72000.0,15.21,9000,8094.87,36,7.35
RENT,other,110000.0,21.34,12000,11578.21,60,14.07
MORTGAGE,home_improvement,25000.0,21.99,3000,0.0,36,6.72
RENT,debt_consolidation,70000.0,27.31,3500,3234.4,36,6.71
MORTGAGE,debt_consolidation,55000.0,23.15,40000,38454.11,60,10.42
MORTGAGE,debt_consolidation,70000.0,19.44,24000,23288.2,60,20.39
MORTGAGE,home_improvement,52540.0,28.03,1600,1420.73,36,16.02
RENT,debt_consolidation,35000.0,31.72,12000,10590.97,36,12.62
RENT,credit_card,76000.0,25.09,12000,10499.29,36,7.97
RENT,house,180000.0,2.91,24000,21671.17,36,9.93
MORTGAGE,credit_card,117000.0,15.56,27000,25678.74,60,12.62
MORTGAGE,debt_consolidation,115000.0,9.11,20000,17631.3,36,11.99
RENT,debt_consolidation,31000.0,28.34,4000,3586.35,36,5.32
RENT,credit_card,55000.0,32.41,12000,11136.26,36,10.41
MORTGAGE,credit_card,66872.0,18.09,9000,8065.77,36,21.45
OWN,debt_consolidation,75000.0,36.96,18000,16303.06,36,11.99
RENT,home_improvement,73000.0,8.15,2500,2197.48,36,10.42
MORTGAGE,car,118500.0,3.99,5000,4482.84,36,5.31
MORTGAGE,other,130000.0,5.47,10000,9270.01,36,9.43
RENT,small_business,42000.0,16.2,12000,10835.57,36,9.93
RENT,credit_card,27500.0,13.66,6000,5318.67,36,15.05
OWN,debt_consolidation,74000.0,12.84,20000,0.0,60,26.77
MORTGAGE,debt_consolidation,65000.0,17.45,23000,21875.8,60,21.45
MORTGAGE,debt_consolidation,77177.88,28.27,21000,20162.49,60,20.39
MORTGAGE,debt_consolidation,79000.0,20.34,22000,20458.63,60,7.35
RENT,debt_consolidation,33000.0,3.89,5000,4637.57,36,9.92
OWN,credit_card,40000.0,26.79,5000,4597.19,36,22.91
MORTGAGE,debt_consolidation,106000.0,15.66,11000,9612.89,36,7.35
MORTGAGE,home_improvement,40280.0,7.27,3500,3323.42,36,6.71
RENT,credit_card,44200.0,5.1,4000,3324.16,36,5.32
RENT,debt_consolidation,33477.0,35.68,5000,4656.28,36,13.58
MORTGAGE,other,44000.0,43.45,1500,1400.47,36,16.01
MORTGAGE,home_improvement,82756.8,26.98,6000,5434.35,36,11.99
MORTGAGE,home_improvement,114000.0,10.78,12000,9353.05,36,5.32
MORTGAGE,home_improvement,47000.0,16.11,20000,19128.86,60,17.09
MORTGAGE,medical,84000.0,0.43,15000,0.0,60,9.44
MORTGAGE,debt_consolidation,63000.0,15.3,10000,9336.71,36,16.02
RENT,major_purchase,89000.0,6.94,6000,5264.37,36,9.44
MORTGAGE,debt_consolidation,75000.0,2.42,20000,19430.21,60,21.85
RENT,credit_card,40000.0,29.07,5000,4420.65,36,13.59
RENT,debt_consolidation,26000.0,21.05,2400,2175.73,36,12.62
OWN,credit_card,60000.0,15.62,6000,5742.18,36,17.47
MORTGAGE,debt_consolidation,80000.0,25.68,10000,9280.21,36,10.41
RENT,moving,95000.0,13.49,10000,9036.27,36,10.42
OWN,debt_consolidation,101400.0,12.16,30000,26824.47,36,20.0
MORTGAGE,debt_consolidation,34000.0,33.88,32000,30435.33,60,12.62
MORTGAGE,debt_consolidation,330000.0,15.58,35000,31603.34,36,9.92
RENT,credit_card,40000.0,16.53,2500,0.0,36,11.99
MORTGAGE,debt_consolidation,93000.0,8.67,27000,24910.27,36,5.31
MORTGAGE,credit_card,70000.0,25.73,25000,23581.18,60,6.72
RENT,other,28000.0,32.4,5000,4648.17,36,11.98
