homeownership,annual_income,debt_to_income,loan_purpose,loan_amount,balance,term,interest_rate
MORTGAGE,36000.0,6.1,credit_card,10000,9510.61,60,12.62
MORTGAGE,43000.0,11.06,credit_card,10000,8704.48,36,5.32
RENT,155000.0,11.06,debt_consolidation,20000,18939.06,60,9.44
RENT,62000.0,11.37,other,8000,7620.54,36,10.9
OWN,48000.0,33.93,debt_consolidation,25000,23965.84,60,19.03
RENT,70000.0,5.81,debt_consolidation,10000,9350.23,60,10.42
OWN,72949.0,6.02,credit_card,20000,19057.72,60,14.08
MORTGAGE,190000.0,2.68,debt_consolidation,20000,18991.05,36,6.71
MORTGAGE,120000.0,21.87,debt_consolidation,25000,23690.07,60,9.93
OWN,101400.0,12.16,debt_consolidation,30000,26824.47,36,20.0
RENT,97000.0,13.04,debt_consolidation,18000,16919.96,60,13.59
MORTGAGE,70000.0,17.64,home_improvement,12000,11105.43,36,7.96
RENT,70000.0,27.6,credit_card,10000,9241.27,36,6.72
MORTGAGE,117000.0,15.56,credit_card,27000,25678.74,60,12.62
MORTGAGE,51000.0,39.27,debt_consolidation,36000,34625.77,60,10.9
MORTGAGE,97500.0,25.81,debt_consolidation,35000,0.0,60,15.05
MORTGAGE,170000.0,11.55,debt_consolidation,22000,0.0,60,30.17
MORTGAGE,81000.0,20.59,debt_consolidation,15000,14689.7,60,18.45
MORTGAGE,108000.0,20.64,debt_consolidation,35000,31480.08,36,7.35
MORTGAGE,156000.0,18.05,home_improvement,36000,30322.17,36,5.32
MORTGAGE,35000.0,14.09,medical,7650,6902.6,36,9.44
MORTGAGE,75000.0,26.26,small_business,20000,18085.7,36,10.91
MORTGAGE,150000.0,12.4,credit_card,28000,26158.47,60,9.93
MORTGAGE,150000.0,12.78,debt_consolidation,8000,0.0,36,9.43
RENT,19200.0,10.56,debt_consolidation,8000,7229.02,36,10.42
OWN,135000.0,8.81,major_purchase,27900,25195.01,36,9.93
MORTGAGE,80000.0,0.38,home_improvement,30000,28002.93,60,9.44
MORTGAGE,55000.0,23.91,home_improvement,16000,0.0,60,14.08
MORTGAGE,170000.0,29.61,debt_consolidation,10000,8739.0,36,7.35
OWN,70000.0,11.85,debt_consolidation,10000,9247.93,36,7.34
RENT,48000.0,19.07,credit_card,12000,10499.3,36,7.97
RENT,123000.0,13.83,debt_consolidation,25000,23175.08,36,9.43
RENT,104000.0,31.13,debt_consolidation,19000,17721.44,36,15.04
MORTGAGE,52140.0,47.36,debt_consolidation,36000,34209.71,60,11.99
MORTGAGE,220000.0,10.72,debt_consolidation,14000,12985.2,36,9.92
MORTGAGE,80000.0,29.34,debt_consolidation,35000,33289.3,60,21.45
OWN,83000.0,20.45,credit_card,20000,17596.2,36,10.91
RENT,17000.0,18.15,credit_card,10200,9182.77,36,7.96
RENT,42000.0,17.43,credit_card,2500,2248.54,36,7.35
MORTGAGE,72000.0,46.57,debt_consolidation,20000,19193.94,60,20.0
MORTGAGE,75000.0,28.61,debt_consolidation,28000,27342.89,60,28.72
RENT,46500.0,16.52,other,10500,9893.05,60,15.05
MORTGAGE,130000.0,12.44,credit_card,29825,25999.9,36,6.08
RENT,132000.0,0.31,other,40000,35942.19,36,6.72
MORTGAGE,125000.0,14.52,major_purchase,21600,18951.71,36,9.44
RENT,50000.0,13.06,credit_card,16000,14334.47,36,9.44
MORTGAGE,65000.0,16.89,debt_consolidation,5000,4759.38,36,9.92
OWN,42000.0,29.09,debt_consolidation,14000,13673.86,60,14.07
MORTGAGE,12036.0,74.38,debt_consolidation,1200,438.66,36,6.72
MORTGAGE,120000.0,4.9,credit_card,20000,17564.07,36,9.93
MORTGAGE,129000.0,16.45,debt_consolidation,12000,11130.17,36,9.92
MORTGAGE,60000.0,8.28,credit_card,18000,16801.75,60,9.44
OWN,80000.0,20.4,home_improvement,3000,2723.49,36,13.59
RENT,78000.0,3.43,home_improvement,35000,33476.4,60,17.09
RENT,100000.0,3.27,other,25000,23355.79,60,9.93
MORTGAGE,88272.0,35.49,debt_consolidation,11000,10379.81,60,16.02
RENT,60000.0,19.16,debt_consolidation,30000,29245.55,60,26.3
RENT,76000.0,35.88,credit_card,27000,25400.04,60,14.08
RENT,30000.0,34.68,debt_consolidation,20975,18691.0,36,18.06
RENT,55200.0,22.17,debt_consolidation,8000,7643.35,36,15.04
MORTGAGE,125000.0,14.23,other,21000,20454.21,60,9.92
MORTGAGE,58000.0,3.72,debt_consolidation,5000,4521.4,36,10.91
MORTGAGE,30000.0,25.64,debt_consolidation,15000,14214.05,60,9.93
MORTGAGE,87000.0,23.08,debt_consolidation,24000,22868.66,60,14.07
OWN,32000.0,35.75,debt_consolidation,15000,14705.91,60,20.39
RENT,79000.0,19.92,credit_card,40000,34956.08,36,7.35
RENT,100000.0,13.8,other,5000,4501.41,36,7.97
RENT,35000.0,1.71,debt_consolidation,5000,4588.46,36,21.45
MORTGAGE,165000.0,22.35,credit_card,20375,19387.34,36,9.43
MORTGAGE,200000.0,16.26,major_purchase,9500,8772.57,36,6.07
RENT,42000.0,19.71,car,8500,7883.85,36,9.92
RENT,85000.0,10.72,credit_card,6000,5309.48,36,14.08
OWN,45000.0,2.99,home_improvement,12500,11559.92,36,7.34
RENT,80000.0,17.32,credit_card,7500,6724.38,36,5.32
RENT,54059.5,1.04,debt_consolidation,30000,27329.07,36,16.02
MORTGAGE,105000.0,12.14,debt_consolidation,30000,28998.37,60,16.01
RENT,77000.0,11.92,credit_card,15000,13564.27,36,10.91
RENT,25000.0,33.85,home_improvement,5000,4497.06,36,7.34
MORTGAGE,90000.0,20.35,debt_consolidation,25000,24009.03,60,9.43
OWN,55000.0,33.78,debt_consolidation,30000,28758.99,60,19.03
RENT,23000.0,5.85,credit_card,3000,2729.18,36,15.05
RENT,150000.0,4.95,debt_consolidation,17000,16348.32,60,21.85
MORTGAGE,48000.0,20.13,debt_consolidation,10000,8976.56,36,6.08
OWN,17000.0,84.46,debt_consolidation,18000,16253.39,36,9.93
OWN,63000.0,2.08,home_improvement,10000,8976.56,36,6.08
RENT,40000.0,11.4,debt_consolidation,4700,4195.1,36,19.03
MORTGAGE,82000.0,18.45,debt_consolidation,17000,16242.06,60,24.85
RENT,67000.0,19.08,debt_consolidation,5000,4750.06,36,7.34
RENT,72800.0,0.51,debt_consolidation,5000,4390.98,36,9.93
RENT,50000.0,9.72,other,2000,1907.5,36,12.61
RENT,100000.0,16.73,debt_consolidation,30000,28265.84,60,15.05
RENT,60000.0,5.28,credit_card,6000,5434.28,36,11.98
RENT,70000.0,14.14,other,15000,14177.42,60,17.09
MORTGAGE,138000.0,15.12,debt_consolidation,30000,28531.58,60,12.61
MORTGAGE,36000.0,3.23,home_improvement,7000,6345.92,36,12.62
MORTGAGE,135000.0,17.8,debt_consolidation,19200,18487.26,60,11.98
RENT,28000.0,60.65,debt_consolidation,5000,4567.68,36,18.06
RENT,75000.0,9.44,debt_consolidation,25000,22880.7,36,19.42
MORTGAGE,110000.0,19.32,debt_consolidation,25000,23738.83,36,6.71
MORTGAGE,146000.0,9.83,debt_consolidation,40000,38888.97,60,7.34
MORTGAGE,120000.0,9.34,other,15000,14620.0,60,10.9
MORTGAGE,92000.0,29.21,debt_consolidation,19500,18187.81,36,15.04
MORTGAGE,125000.0,23.77,credit_card,30000,28125.72,60,11.99
RENT,130000.0,10.35,vacation,8000,371.17,36,10.42
RENT,30000.0,26.21,debt_consolidation,6600,6320.62,36,18.45
MORTGAGE,72000.0,4.53,debt_consolidation,15000,14486.1,60,15.04
MORTGAGE,95000.0,19.74,other,5000,4617.13,36,6.07
OWN,60000.0,25.78,debt_consolidation,22400,19927.49,36,17.09
MORTGAGE,75000.0,19.34,other,2100,1845.9,36,10.42
RENT,45000.0,13.04,other,30000,28856.21,60,10.9
MORTGAGE,49000.0,36.2,credit_card,31200,29990.9,60,21.45
RENT,84500.0,22.64,debt_consolidation,17000,14838.22,36,6.72
RENT,122000.0,2.2,home_improvement,35000,0.0,60,17.09
OWN,60000.0,14.6,credit_card,15000,13585.88,36,11.99
RENT,52000.0,16.64,credit_card,9000,8415.68,36,17.47
MORTGAGE,41000.0,37.62,debt_consolidation,15000,0.0,36,15.05
MORTGAGE,101920.0,26.99,debt_consolidation,35000,31729.59,36,12.62
MORTGAGE,101000.0,25.72,credit_card,17000,16334.51,60,9.92
MORTGAGE,65000.0,34.08,debt_consolidation,8000,7240.75,36,16.02
RENT,120000.0,8.48,credit_card,10000,9657.41,60,15.04
MORTGAGE,90000.0,12.61,credit_card,6000,5075.74,36,5.32
MORTGAGE,155000.0,10.91,debt_consolidation,10000,9067.14,36,12.62
RENT,30000.0,18.91,credit_card,6400,6077.13,36,6.71
MORTGAGE,120000.0,11.96,home_improvement,34800,30795.01,36,14.08
MORTGAGE,106000.0,7.92,credit_card,22500,20792.65,36,6.71
MORTGAGE,90500.0,15.86,home_improvement,15000,14716.98,60,21.85
MORTGAGE,175000.0,4.98,home_improvement,10000,8985.52,36,6.72
MORTGAGE,271000.0,20.72,debt_consolidation,19450,17849.23,36,21.45
RENT,65000.0,13.85,credit_card,20000,18059.03,36,9.92
OWN,25000.0,20.07,credit_card,8400,7826.66,36,14.07
MORTGAGE,168000.0,30.87,debt_consolidation,15000,13927.93,36,10.9
MORTGAGE,75000.0,10.59,debt_consolidation,15000,13564.27,36,10.91
MORTGAGE,90000.0,14.87,debt_consolidation,35000,33753.88,60,13.58
RENT,44000.0,19.99,credit_card,17500,16406.68,60,11.99
RENT,45000.0,44.29,debt_consolidation,12000,10868.71,36,11.99
OWN,46000.0,11.32,credit_card,2500,2321.32,36,10.9
RENT,80000.0,20.34,credit_card,15000,13534.5,36,9.44
OWN,46219.0,20.8,debt_consolidation,20000,17456.72,36,6.72
MORTGAGE,52000.0,6.71,debt_consolidation,10000,5216.68,36,7.34
RENT,75000.0,23.04,debt_consolidation,25000,23213.25,36,10.9
MORTGAGE,167000.0,25.91,credit_card,35000,33589.39,60,20.0
OWN,108000.0,31.89,credit_card,25000,24121.52,60,14.08
MORTGAGE,47000.0,48.19,credit_card,21000,18442.24,36,9.93
MORTGAGE,95000.0,16.27,debt_consolidation,21975,20886.5,36,7.96
RENT,41000.0,27.43,debt_consolidation,10800,10353.23,60,19.03
RENT,30000.0,39.98,credit_card,12900,11588.48,36,22.91
MORTGAGE,72000.0,14.48,home_improvement,16000,15389.21,60,10.9
MORTGAGE,95500.0,16.44,home_improvement,3000,2673.31,36,18.06
MORTGAGE,40000.0,9.17,debt_consolidation,6000,5379.53,36,5.32
MORTGAGE,58000.0,22.82,debt_consolidation,10000,8694.63,36,9.44
RENT,24000.0,26.7,debt_consolidation,15000,13319.42,36,16.02
MORTGAGE,120000.0,17.81,home_improvement,20000,18452.87,36,5.32
RENT,60000.0,13.3,credit_card,12000,11089.41,36,6.71
MORTGAGE,70000.0,21.72,credit_card,25000,22557.51,36,9.44
RENT,66000.0,6.53,debt_consolidation,25000,9757.85,60,12.62
MORTGAGE,47000.0,12.67,debt_consolidation,3000,0.0,36,13.59
MORTGAGE,54105.0,10.65,vacation,8000,7661.36,36,18.45
MORTGAGE,315000.0,4.41,home_improvement,40000,37141.21,36,10.9
RENT,45000.0,30.8,other,1450,1305.4,36,7.97
OWN,39000.0,33.97,car,1200,1113.6,36,10.41
RENT,33477.0,35.68,debt_consolidation,5000,4656.28,36,13.58
RENT,34560.0,6.01,debt_consolidation,5000,4521.4,36,10.91
MORTGAGE,91000.0,16.3,other,5125,4341.42,36,11.99
RENT,35000.0,22.29,home_improvement,19200,18147.13,60,17.09
RENT,85000.0,13.63,other,4200,0.0,36,11.99
MORTGAGE,70000.0,17.33,other,9500,9060.72,36,12.61
MORTGAGE,75000.0,26.19,credit_card,20000,18872.39,60,16.02
RENT,82000.0,20.27,other,32000,29877.16,36,16.01
MORTGAGE,95000.0,24.47,debt_consolidation,35925,32209.93,36,5.32
RENT,100000.0,24.01,house,16100,15032.1,36,16.02
RENT,96500.0,10.87,credit_card,25000,23756.73,60,11.99
MORTGAGE,106000.0,26.25,debt_consolidation,12000,10878.71,36,12.62
OWN,32000.0,19.39,credit_card,21700,20115.96,36,9.43
OWN,25000.0,8.35,debt_consolidation,2000,1870.76,36,7.96
MORTGAGE,115000.0,38.28,debt_consolidation,40000,38090.87,60,13.59
OWN,64000.0,25.3,credit_card,28000,26379.62,60,15.05
MORTGAGE,50000.0,18.63,credit_card,12000,10578.78,36,11.99
MORTGAGE,35000.0,13.2,debt_consolidation,11000,10494.5,60,15.05
OWN,68000.0,9.32,debt_consolidation,7800,7037.81,36,9.43
MORTGAGE,39000.0,22.09,debt_consolidation,14000,13315.72,60,21.45
RENT,22114.0,11.07,credit_card,10000,9226.01,36,5.31
RENT,66000.0,17.49,credit_card,17000,16041.55,60,16.02
MORTGAGE,28000.0,0.0,other,2500,2274.68,36,12.61
MORTGAGE,120000.0,26.24,credit_card,35000,32391.26,36,7.97
RENT,27500.0,13.66,credit_card,6000,5318.67,36,15.05
MORTGAGE,91000.0,14.27,car,18000,17381.51,60,25.82
MORTGAGE,85500.0,18.96,debt_consolidation,10000,9302.76,36,12.61
MORTGAGE,61000.0,39.6,home_improvement,25000,23727.01,36,6.07
MORTGAGE,169000.0,11.21,home_improvement,8000,7140.66,36,19.03
OWN,275000.0,14.2,debt_consolidation,30000,0.0,60,9.44
RENT,35000.0,14.2,debt_consolidation,24000,23175.38,60,25.82
RENT,51000.0,25.95,debt_consolidation,10000,9176.98,36,21.45
MORTGAGE,60000.0,26.0,other,8000,0.0,36,21.45
RENT,85451.0,16.14,credit_card,36000,33750.9,60,11.99
RENT,77000.0,39.51,debt_consolidation,24000,22954.61,60,17.09
RENT,56419.68,30.63,debt_consolidation,2500,2331.75,36,15.04
OWN,50000.0,19.64,credit_card,3600,3146.02,36,7.35
MORTGAGE,160000.0,12.98,debt_consolidation,12000,10771.72,36,6.07
OWN,37000.0,37.46,debt_consolidation,17975,17122.43,36,10.9
RENT,35000.0,10.91,credit_card,11000,10385.32,60,7.35
RENT,45000.0,22.77,debt_consolidation,15000,14427.41,60,10.9
MORTGAGE,67000.0,21.48,debt_consolidation,12800,12154.27,36,6.71
MORTGAGE,50000.0,15.6,credit_card,7000,6102.23,36,6.08
MORTGAGE,120000.0,10.37,credit_card,10000,9234.27,36,6.07
MORTGAGE,700000.0,1.48,other,5600,5078.82,36,12.62
OWN,89000.0,17.89,credit_card,15000,13564.26,36,10.91
MORTGAGE,72000.0,31.22,debt_consolidation,15000,14472.78,60,14.07
RENT,40000.0,16.35,debt_consolidation,18000,16512.55,36,10.91
OWN,355000.0,18.41,debt_consolidation,24000,23083.83,60,10.9
MORTGAGE,47000.0,7.58,home_improvement,10000,8976.56,36,6.08
RENT,191000.0,12.75,debt_consolidation,28000,25264.44,36,9.44
MORTGAGE,132454.0,21.97,credit_card,12000,10771.91,36,6.08
OWN,20600.0,25.23,house,25000,23761.67,36,7.96
RENT,90000.0,3.68,credit_card,8500,7686.43,36,10.91
RENT,110000.0,11.27,credit_card,10000,8815.65,36,11.99
MORTGAGE,48000.0,35.3,other,8000,7277.81,36,15.05
RENT,46556.0,4.8,debt_consolidation,10000,9537.61,36,12.61
MORTGAGE,85000.0,7.65,debt_consolidation,16000,14362.51,36,6.08
MORTGAGE,124800.0,14.17,credit_card,40000,37141.21,36,10.9
MORTGAGE,117000.0,25.45,debt_consolidation,40000,39068.19,60,14.07
RENT,26127.0,14.97,debt_consolidation,10000,8739.0,36,7.35
MORTGAGE,46280.0,27.02,credit_card,14000,13044.42,36,14.07
MORTGAGE,232000.0,12.91,other,16450,15599.25,60,10.42
MORTGAGE,55000.0,10.56,home_improvement,6500,5864.93,36,9.44
MORTGAGE,75000.0,35.26,debt_consolidation,11200,10849.79,60,18.45
MORTGAGE,65000.0,13.18,small_business,10000,9078.33,36,13.59
MORTGAGE,17500.0,15.98,credit_card,1500,1358.57,36,11.99
OWN,55700.0,21.18,other,15000,13598.4,36,12.62
RENT,108000.0,0.29,other,35000,33175.76,60,19.03
MORTGAGE,85000.0,4.44,moving,10000,9476.02,60,9.93
RENT,50000.0,1.94,major_purchase,10000,9280.21,36,10.41
MORTGAGE,72000.0,21.32,debt_consolidation,4400,3997.25,36,14.08
RENT,40000.0,15.18,credit_card,10000,8985.52,36,6.72
RENT,100000.0,26.52,credit_card,30000,29087.35,60,19.42
MORTGAGE,98460.0,14.72,debt_consolidation,20000,18981.6,36,6.07
RENT,40000.0,16.23,credit_card,15000,13052.07,36,10.42
MORTGAGE,85000.0,10.51,debt_consolidation,20000,19021.05,60,12.61
MORTGAGE,110000.0,3.17,credit_card,12000,11201.13,60,9.44
MORTGAGE,220000.0,25.22,credit_card,30000,28386.62,36,7.34
MORTGAGE,65000.0,18.78,vacation,7200,6775.35,36,23.87
MORTGAGE,93600.0,26.54,debt_consolidation,38450,35505.79,36,6.07
RENT,54000.0,34.09,debt_consolidation,10000,8825.79,36,12.62
RENT,125000.0,17.52,debt_consolidation,18000,17259.39,60,7.96
MORTGAGE,98000.0,28.84,debt_consolidation,40000,37764.3,60,7.34
MORTGAGE,89000.0,7.5,credit_card,20000,18156.66,36,13.59
MORTGAGE,95000.0,18.19,debt_consolidation,10000,9247.93,36,7.34
RENT,50000.0,29.62,credit_card,23075,22304.57,60,16.01
RENT,187116.0,13.85,debt_consolidation,25000,22942.47,36,21.45
RENT,56000.0,12.99,debt_consolidation,6000,0.0,36,16.02
MORTGAGE,76892.0,30.67,vacation,2000,1779.22,36,17.09
MORTGAGE,250000.0,13.95,debt_consolidation,30000,29145.31,60,21.85
MORTGAGE,92942.0,6.0,debt_consolidation,28500,0.0,60,11.98
MORTGAGE,15996.0,18.15,debt_consolidation,3000,2644.7,36,11.99
MORTGAGE,86850.0,12.42,debt_consolidation,25000,24087.27,60,12.62
MORTGAGE,90000.0,25.79,debt_consolidation,10000,8864.46,36,15.05
OWN,45000.0,22.96,debt_consolidation,28000,27040.01,60,25.82
MORTGAGE,62000.0,24.99,credit_card,21000,19972.37,60,12.62
OWN,75000.0,21.66,credit_card,20300,19532.64,60,30.79
MORTGAGE,50000.0,3.29,home_improvement,14000,13520.36,60,15.04
MORTGAGE,80000.0,10.91,debt_consolidation,15000,14266.83,60,21.45
MORTGAGE,85000.0,18.04,debt_consolidation,3100,2797.06,36,9.43
MORTGAGE,31000.0,6.25,debt_consolidation,3500,3129.11,36,20.0
MORTGAGE,83000.0,30.1,credit_card,35000,33552.17,60,19.03
OWN,28560.0,10.71,other,5000,4658.72,36,14.07
OWN,30000.0,35.56,car,2000,1765.13,36,12.62
RENT,115000.0,9.62,debt_consolidation,14000,12341.91,36,11.99
MORTGAGE,65000.0,4.87,debt_consolidation,15000,13534.5,36,9.44
RENT,92000.0,9.6,debt_consolidation,20000,18169.44,36,14.08
MORTGAGE,76500.0,24.17,credit_card,8000,7218.41,36,9.44
MORTGAGE,120000.0,15.77,debt_consolidation,19000,17613.05,36,9.43
RENT,25000.0,14.31,debt_consolidation,9500,8342.92,36,9.93
RENT,119568.0,22.04,debt_consolidation,10000,9327.09,36,15.04
MORTGAGE,92000.0,18.22,debt_consolidation,25000,22557.51,36,9.44
RENT,62000.0,6.02,credit_card,7000,6507.45,36,11.98
RENT,25000.0,8.68,other,14000,13655.24,60,11.98
RENT,103000.0,14.69,credit_card,27200,25868.96,60,12.62
OWN,80000.0,22.95,debt_consolidation,14000,12204.46,36,6.08
RENT,59000.0,9.32,major_purchase,9800,8252.5,36,10.9
MORTGAGE,65000.0,21.07,debt_consolidation,28000,26680.41,60,14.08
RENT,29000.0,27.61,moving,3500,3201.61,36,19.03
MORTGAGE,67600.0,17.04,home_improvement,35000,33287.27,60,12.62
MORTGAGE,278000.0,16.36,debt_consolidation,30000,28566.69,36,10.41
OWN,23000.0,13.73,major_purchase,1000,937.82,36,20.39
MORTGAGE,65000.0,10.62,debt_consolidation,25000,24350.26,60,9.92
RENT,35000.0,36.52,credit_card,10000,8841.35,36,13.59
MORTGAGE,85175.04,4.55,debt_consolidation,24000,0.0,36,19.03
RENT,64934.0,18.55,debt_consolidation,9600,8940.03,36,13.58
MORTGAGE,31000.0,1.94,debt_consolidation,12000,11250.27,60,11.99
RENT,33000.0,19.24,other,2500,2286.86,36,19.03
MORTGAGE,75000.0,22.23,credit_card,19000,0.0,36,16.02
MORTGAGE,45782.0,27.03,debt_consolidation,20000,17564.07,36,9.93
MORTGAGE,48000.0,17.25,other,20000,18882.13,60,7.34
MORTGAGE,55000.0,8.79,medical,1625,0.0,36,7.34
RENT,10548.0,25.6,debt_consolidation,3000,2634.57,36,9.93
RENT,60000.0,8.68,credit_card,10000,9312.56,36,13.58
RENT,79000.0,8.6,debt_consolidation,15000,13645.89,36,15.05
MORTGAGE,70000.0,9.55,credit_card,3000,2581.36,36,10.41
RENT,50400.0,6.33,debt_consolidation,10500,9434.81,36,6.72
RENT,130000.0,0.09,other,10000,0.0,36,7.35
RENT,49000.0,34.53,credit_card,8000,7223.71,36,9.93
MORTGAGE,65000.0,22.51,credit_card,10000,9109.69,36,16.02
MORTGAGE,62300.0,34.11,debt_consolidation,20325,18567.75,36,18.06
MORTGAGE,120000.0,13.53,credit_card,12975,12177.11,60,12.62
RENT,130000.0,4.46,debt_consolidation,3000,2695.66,36,6.72
OWN,50000.0,28.66,other,18000,16686.05,36,9.43
RENT,26000.0,38.64,debt_consolidation,8400,7842.73,36,16.01
OWN,33999.0,1.41,house,40000,37878.15,60,9.44
MORTGAGE,80000.0,27.5,major_purchase,20000,19357.88,60,17.47
RENT,40000.0,8.04,credit_card,7700,6962.97,36,10.91
MORTGAGE,65000.0,24.48,debt_consolidation,9000,8263.61,36,21.85
MORTGAGE,35000.0,23.08,debt_consolidation,8000,7032.06,36,10.42
MORTGAGE,95000.0,33.07,debt_consolidation,10000,9109.56,36,16.01
MORTGAGE,94000.0,22.94,debt_consolidation,22000,21183.72,60,11.99
OWN,85000.0,24.13,credit_card,35000,32559.72,36,12.61
RENT,38000.0,7.58,credit_card,7000,6153.03,36,10.42
RENT,13050.0,49.4,credit_card,17000,16314.84,60,20.0
MORTGAGE,254000.0,7.27,home_improvement,25000,24341.94,60,9.43
RENT,50000.0,12.51,other,8000,3195.45,36,7.35
RENT,83000.0,15.95,credit_card,12800,11828.69,36,6.71
MORTGAGE,280000.0,9.36,home_improvement,12000,11136.26,36,10.41
RENT,37500.0,28.58,debt_consolidation,8000,7461.67,36,15.04
MORTGAGE,98000.0,22.86,debt_consolidation,35000,33876.29,60,17.47
OWN,80000.0,21.14,debt_consolidation,10000,9757.82,60,12.61
OWN,36000.0,10.87,other,10000,8849.12,36,14.08
RENT,62000.0,29.11,vacation,3500,3255.95,36,12.61
MORTGAGE,52000.0,27.21,credit_card,6975,6332.11,36,13.59
MORTGAGE,125000.0,16.25,debt_consolidation,40000,37540.29,60,12.62
MORTGAGE,46422.0,66.18,debt_consolidation,35000,31603.79,36,9.93
OWN,30000.0,19.8,home_improvement,3000,2729.18,36,15.05
RENT,80000.0,1.86,medical,40000,39031.53,60,12.62
RENT,80000.0,19.75,credit_card,16000,15406.06,60,11.98
MORTGAGE,100000.0,27.33,debt_consolidation,17000,16603.98,60,14.07
RENT,29000.0,20.73,credit_card,3000,2805.21,36,17.47
RENT,64000.0,1.03,other,23000,0.0,36,6.72
OWN,150000.0,9.16,other,18000,0.0,60,9.44
OWN,109000.0,19.43,major_purchase,10000,9234.27,36,6.07
RENT,60000.0,16.5,other,10000,9317.45,36,14.07
RENT,89000.0,6.94,major_purchase,6000,5264.37,36,9.44
OWN,45000.0,16.43,debt_consolidation,6000,5413.81,36,9.44
MORTGAGE,200000.0,21.92,credit_card,25000,22415.59,36,5.32
MORTGAGE,64865.0,27.92,credit_card,12000,10538.41,36,9.93
MORTGAGE,63000.0,15.3,debt_consolidation,10000,9336.71,36,16.02
OWN,83000.0,0.36,major_purchase,10000,0.0,36,7.97
MORTGAGE,150000.0,9.02,debt_consolidation,16000,15341.69,60,7.96
RENT,75000.0,22.96,credit_card,33600,29654.79,36,12.62
MORTGAGE,60000.0,17.75,debt_consolidation,12000,11124.02,36,9.43
MORTGAGE,47700.0,19.62,home_improvement,12000,3533.31,60,11.99
MORTGAGE,60000.0,8.24,home_improvement,40000,35128.14,36,9.93
OWN,20000.0,27.01,debt_consolidation,38000,36589.38,60,11.98
MORTGAGE,170000.0,13.48,debt_consolidation,8000,7080.37,36,14.08
RENT,60000.0,24.14,debt_consolidation,30000,28790.91,60,20.0
OWN,49300.0,14.0,home_improvement,1000,905.73,36,11.99
MORTGAGE,80000.0,23.24,small_business,15000,14062.83,60,11.99
MORTGAGE,77856.0,26.4,home_improvement,10400,9539.34,36,9.43
RENT,120000.0,6.31,debt_consolidation,10000,9285.29,36,10.9
OWN,155000.0,8.9,debt_consolidation,30000,27723.52,36,6.71
MORTGAGE,212000.0,11.96,debt_consolidation,25000,22557.19,36,9.43
RENT,75000.0,19.14,debt_consolidation,30000,28912.22,60,23.88
RENT,35000.0,27.37,credit_card,6000,5269.21,36,9.93
RENT,40000.0,9.72,credit_card,6000,5568.11,36,10.41
MORTGAGE,125000.0,5.44,credit_card,18000,17083.45,36,6.07
MORTGAGE,216000.0,4.27,debt_consolidation,25000,0.0,60,9.93
MORTGAGE,72000.0,5.03,home_improvement,4000,3631.32,36,13.59
MORTGAGE,58000.0,25.37,credit_card,20000,18673.43,36,16.02
OWN,12000.0,10.3,debt_consolidation,4975,4644.94,36,16.01
MORTGAGE,40000.0,14.4,credit_card,10000,9226.13,36,5.32
OWN,60000.0,37.5,credit_card,10000,8739.0,36,7.35
MORTGAGE,85000.0,17.97,credit_card,40000,35520.58,36,6.71
MORTGAGE,48000.0,19.78,debt_consolidation,26250,24333.83,36,9.43
OWN,58000.0,12.58,debt_consolidation,10000,9275.14,36,9.92
MORTGAGE,102000.0,7.94,debt_consolidation,6500,6002.28,36,6.07
MORTGAGE,45000.0,17.89,credit_card,18000,17359.14,60,13.58
MORTGAGE,125000.0,34.89,debt_consolidation,27250,26701.19,60,19.42
